   NID    (HEX)    NODENAME     TYPE    STATUS        MODE
  2581    0xa15  c1-1c1s5n1  compute        up       batch
  2582    0xa16  c1-1c1s5n2  compute        up       batch
  2583    0xa17  c1-1c1s5n3  compute        up       batch
  2584    0xa18  c1-1c1s6n0  compute        up       batch
  2585    0xa19  c1-1c1s6n1  compute        up       batch
  2586    0xa1a  c1-1c1s6n2  compute        up       batch
  2587    0xa1b  c1-1c1s6n3  compute        up       batch
  2588    0xa1c  c1-1c1s7n0  compute        up       batch
  2589    0xa1d  c1-1c1s7n1  compute        up       batch
  2590    0xa1e  c1-1c1s7n2  compute        up       batch
  2591    0xa1f  c1-1c1s7n3  compute        up       batch
  2592    0xa20  c1-1c1s8n0  compute        up       batch
  2593    0xa21  c1-1c1s8n1  compute        up       batch
  2594    0xa22  c1-1c1s8n2  compute        up       batch
  2595    0xa23  c1-1c1s8n3  compute        up       batch
  2596    0xa24  c1-1c1s9n0  compute        up       batch
  2597    0xa25  c1-1c1s9n1  compute        up       batch
  2598    0xa26  c1-1c1s9n2  compute        up       batch
  2599    0xa27  c1-1c1s9n3  compute        up       batch
  2600    0xa28 c1-1c1s10n0  compute        up       batch
  2601    0xa29 c1-1c1s10n1  compute        up       batch
  2602    0xa2a c1-1c1s10n2  compute        up       batch
  2603    0xa2b c1-1c1s10n3  compute        up       batch
  2604    0xa2c c1-1c1s11n0  compute        up       batch
  2605    0xa2d c1-1c1s11n1  compute        up       batch
  2606    0xa2e c1-1c1s11n2  compute        up       batch
  2607    0xa2f c1-1c1s11n3  compute        up       batch
  2608    0xa30 c1-1c1s12n0  compute        up       batch
  2609    0xa31 c1-1c1s12n1  compute        up       batch
  2610    0xa32 c1-1c1s12n2  compute        up       batch
  2611    0xa33 c1-1c1s12n3  compute        up       batch
  2612    0xa34 c1-1c1s13n0  compute        up       batch
  2613    0xa35 c1-1c1s13n1  compute        up       batch
  2614    0xa36 c1-1c1s13n2  compute        up       batch
  2615    0xa37 c1-1c1s13n3  compute        up       batch
  2616    0xa38 c1-1c1s14n0  compute        up       batch
  2617    0xa39 c1-1c1s14n1  compute        up       batch
  2618    0xa3a c1-1c1s14n2  compute        up       batch
  2619    0xa3b c1-1c1s14n3  compute        up       batch
  2620    0xa3c c1-1c1s15n0  compute        up       batch
  2621    0xa3d c1-1c1s15n1  compute        up       batch
  2622    0xa3e c1-1c1s15n2  compute        up       batch
  2623    0xa3f c1-1c1s15n3  compute        up       batch
  2624    0xa40  c1-1c2s0n0  compute        up       batch
  2625    0xa41  c1-1c2s0n1  compute        up       batch
  2626    0xa42  c1-1c2s0n2  compute        up       batch
  2627    0xa43  c1-1c2s0n3  compute        up       batch
  2628    0xa44  c1-1c2s1n0  compute        up       batch
  2629    0xa45  c1-1c2s1n1  compute        up       batch
  2630    0xa46  c1-1c2s1n2  compute        up       batch
  2631    0xa47  c1-1c2s1n3  compute        up       batch
  2632    0xa48  c1-1c2s2n0  compute        up       batch
  2633    0xa49  c1-1c2s2n1  compute        up       batch
  2634    0xa4a  c1-1c2s2n2  compute        up       batch
  2635    0xa4b  c1-1c2s2n3  compute        up       batch
  2636    0xa4c  c1-1c2s3n0  compute        up       batch
  2637    0xa4d  c1-1c2s3n1  compute        up       batch
  2638    0xa4e  c1-1c2s3n2  compute        up       batch
  2639    0xa4f  c1-1c2s3n3  compute        up       batch
  2640    0xa50  c1-1c2s4n0  compute        up       batch
  2641    0xa51  c1-1c2s4n1  compute        up       batch
  2642    0xa52  c1-1c2s4n2  compute        up       batch
  2643    0xa53  c1-1c2s4n3  compute        up       batch
  2644    0xa54  c1-1c2s5n0  compute        up       batch
  2645    0xa55  c1-1c2s5n1  compute        up       batch
  2646    0xa56  c1-1c2s5n2  compute        up       batch
  2647    0xa57  c1-1c2s5n3  compute        up       batch
  2648    0xa58  c1-1c2s6n0  compute        up       batch
  2649    0xa59  c1-1c2s6n1  compute        up       batch
  2650    0xa5a  c1-1c2s6n2  compute        up       batch
  2651    0xa5b  c1-1c2s6n3  compute        up       batch
  2652    0xa5c  c1-1c2s7n0  compute        up       batch
  2653    0xa5d  c1-1c2s7n1  compute        up       batch
  2654    0xa5e  c1-1c2s7n2  compute        up       batch
  2655    0xa5f  c1-1c2s7n3  compute        up       batch
  2656    0xa60  c1-1c2s8n0  compute        up       batch
  2657    0xa61  c1-1c2s8n1  compute        up       batch
  2658    0xa62  c1-1c2s8n2  compute        up       batch
  2659    0xa63  c1-1c2s8n3  compute        up       batch
  2660    0xa64  c1-1c2s9n0  compute        up       batch
  2661    0xa65  c1-1c2s9n1  compute        up       batch
  2662    0xa66  c1-1c2s9n2  compute        up       batch
  2663    0xa67  c1-1c2s9n3  compute        up       batch
  2664    0xa68 c1-1c2s10n0  compute        up       batch
  2665    0xa69 c1-1c2s10n1  compute        up       batch
  2666    0xa6a c1-1c2s10n2  compute        up       batch
  2667    0xa6b c1-1c2s10n3  compute        up       batch
  2668    0xa6c c1-1c2s11n0  compute        up       batch
  2669    0xa6d c1-1c2s11n1  compute        up       batch
  2670    0xa6e c1-1c2s11n2  compute        up       batch
  2671    0xa6f c1-1c2s11n3  compute        up       batch
  2672    0xa70 c1-1c2s12n0  compute        up       batch
  2673    0xa71 c1-1c2s12n1  compute        up       batch
  2674    0xa72 c1-1c2s12n2  compute        up       batch
  2675    0xa73 c1-1c2s12n3  compute        up       batch
  2676    0xa74 c1-1c2s13n0  compute        up       batch
  2677    0xa75 c1-1c2s13n1  compute        up       batch
  2678    0xa76 c1-1c2s13n2  compute        up       batch
  2679    0xa77 c1-1c2s13n3  compute        up       batch
  2680    0xa78 c1-1c2s14n0  compute        up       batch
  2681    0xa79 c1-1c2s14n1  compute        up       batch
  2682    0xa7a c1-1c2s14n2  compute        up       batch
  2683    0xa7b c1-1c2s14n3  compute        up       batch
  2684    0xa7c c1-1c2s15n0  compute        up       batch
  2685    0xa7d c1-1c2s15n1  compute        up       batch
  2686    0xa7e c1-1c2s15n2  compute        up       batch
  2687    0xa7f c1-1c2s15n3  compute        up       batch
  2688    0xa80  c2-1c0s0n0  compute        up       batch
  2689    0xa81  c2-1c0s0n1  compute        up       batch
  2690    0xa82  c2-1c0s0n2  compute        up       batch
  2691    0xa83  c2-1c0s0n3  compute        up       batch
  2692    0xa84  c2-1c0s1n0  compute        up       batch
  2693    0xa85  c2-1c0s1n1  compute        up       batch
  2694    0xa86  c2-1c0s1n2  compute        up       batch
  2695    0xa87  c2-1c0s1n3  compute        up       batch
  2696    0xa88  c2-1c0s2n0  compute        up       batch
  2697    0xa89  c2-1c0s2n1  compute        up       batch
  2698    0xa8a  c2-1c0s2n2  compute        up       batch
  2699    0xa8b  c2-1c0s2n3  compute        up       batch
  2700    0xa8c  c2-1c0s3n0  compute        up       batch
  2701    0xa8d  c2-1c0s3n1  compute        up       batch
  2702    0xa8e  c2-1c0s3n2  compute        up       batch
  2703    0xa8f  c2-1c0s3n3  compute        up       batch
  2705    0xa91  c2-1c0s4n1  service        up       batch
  2706    0xa92  c2-1c0s4n2  service        up       batch
  2708    0xa94  c2-1c0s5n0  compute        up       batch
  2709    0xa95  c2-1c0s5n1  compute        up       batch
  2710    0xa96  c2-1c0s5n2  compute        up       batch
  2711    0xa97  c2-1c0s5n3  compute        up       batch
  2712    0xa98  c2-1c0s6n0  compute        up       batch
  2713    0xa99  c2-1c0s6n1  compute        up       batch
  2714    0xa9a  c2-1c0s6n2  compute        up       batch
  2715    0xa9b  c2-1c0s6n3  compute        up       batch
  2716    0xa9c  c2-1c0s7n0  compute        up       batch
  2717    0xa9d  c2-1c0s7n1  compute        up       batch
  2718    0xa9e  c2-1c0s7n2  compute        up       batch
  2719    0xa9f  c2-1c0s7n3  compute        up       batch
  2720    0xaa0  c2-1c0s8n0  compute        up       batch
  2721    0xaa1  c2-1c0s8n1  compute        up       batch
  2722    0xaa2  c2-1c0s8n2  compute        up       batch
  2723    0xaa3  c2-1c0s8n3  compute        up       batch
  2724    0xaa4  c2-1c0s9n0  compute        up       batch
  2725    0xaa5  c2-1c0s9n1  compute        up       batch
  2726    0xaa6  c2-1c0s9n2  compute        up       batch
  2727    0xaa7  c2-1c0s9n3  compute        up       batch
  2728    0xaa8 c2-1c0s10n0  compute        up       batch
  2729    0xaa9 c2-1c0s10n1  compute        up       batch
  2730    0xaaa c2-1c0s10n2  compute        up       batch
  2731    0xaab c2-1c0s10n3  compute        up       batch
  2732    0xaac c2-1c0s11n0  compute        up       batch
  2733    0xaad c2-1c0s11n1  compute        up       batch
  2734    0xaae c2-1c0s11n2  compute        up       batch
  2735    0xaaf c2-1c0s11n3  compute        up       batch
  2736    0xab0 c2-1c0s12n0  compute        up       batch
  2737    0xab1 c2-1c0s12n1  compute        up       batch
  2738    0xab2 c2-1c0s12n2  compute        up       batch
  2739    0xab3 c2-1c0s12n3  compute        up       batch
  2740    0xab4 c2-1c0s13n0  compute        up       batch
  2741    0xab5 c2-1c0s13n1  compute        up       batch
  2742    0xab6 c2-1c0s13n2  compute        up       batch
  2743    0xab7 c2-1c0s13n3  compute        up       batch
  2744    0xab8 c2-1c0s14n0  compute        up       batch
  2745    0xab9 c2-1c0s14n1  compute        up       batch
  2746    0xaba c2-1c0s14n2  compute        up       batch
  2747    0xabb c2-1c0s14n3  compute        up       batch
  2748    0xabc c2-1c0s15n0  compute        up       batch
  2749    0xabd c2-1c0s15n1  compute        up       batch
  2750    0xabe c2-1c0s15n2  compute        up       batch
  2751    0xabf c2-1c0s15n3  compute        up       batch
  2752    0xac0  c2-1c1s0n0  compute        up       batch
  2753    0xac1  c2-1c1s0n1  compute        up       batch
  2754    0xac2  c2-1c1s0n2  compute        up       batch
  2755    0xac3  c2-1c1s0n3  compute        up       batch
  2756    0xac4  c2-1c1s1n0  compute        up       batch
  2757    0xac5  c2-1c1s1n1  compute        up       batch
  2758    0xac6  c2-1c1s1n2  compute        up       batch
  2759    0xac7  c2-1c1s1n3  compute        up       batch
  2760    0xac8  c2-1c1s2n0  compute        up       batch
  2761    0xac9  c2-1c1s2n1  compute        up       batch
  2762    0xaca  c2-1c1s2n2  compute        up       batch
  2763    0xacb  c2-1c1s2n3  compute        up       batch
  2765    0xacd  c2-1c1s3n1  service        up       batch
  2766    0xace  c2-1c1s3n2  service        up       batch
  2769    0xad1  c2-1c1s4n1  service        up       batch
  2770    0xad2  c2-1c1s4n2  service        up       batch
  2772    0xad4  c2-1c1s5n0  compute        up       batch
  2773    0xad5  c2-1c1s5n1  compute        up       batch
  2774    0xad6  c2-1c1s5n2  compute        up       batch
  2775    0xad7  c2-1c1s5n3  compute        up       batch
  2776    0xad8  c2-1c1s6n0  compute        up       batch
  2777    0xad9  c2-1c1s6n1  compute        up       batch
  2778    0xada  c2-1c1s6n2  compute        up       batch
  2779    0xadb  c2-1c1s6n3  compute        up       batch
  2780    0xadc  c2-1c1s7n0  compute        up       batch
  2781    0xadd  c2-1c1s7n1  compute        up       batch
  2782    0xade  c2-1c1s7n2  compute        up       batch
  2783    0xadf  c2-1c1s7n3  compute        up       batch
  2784    0xae0  c2-1c1s8n0  compute        up       batch
  2785    0xae1  c2-1c1s8n1  compute        up       batch
  2786    0xae2  c2-1c1s8n2  compute        up       batch
  2787    0xae3  c2-1c1s8n3  compute        up       batch
  2788    0xae4  c2-1c1s9n0  compute        up       batch
  2789    0xae5  c2-1c1s9n1  compute        up       batch
  2790    0xae6  c2-1c1s9n2  compute        up       batch
  2791    0xae7  c2-1c1s9n3  compute        up       batch
  2792    0xae8 c2-1c1s10n0  compute        up       batch
  2793    0xae9 c2-1c1s10n1  compute        up       batch
  2794    0xaea c2-1c1s10n2  compute        up       batch
  2795    0xaeb c2-1c1s10n3  compute        up       batch
  2796    0xaec c2-1c1s11n0  compute        up       batch
  2797    0xaed c2-1c1s11n1  compute        up       batch
  2798    0xaee c2-1c1s11n2  compute        up       batch
  2799    0xaef c2-1c1s11n3  compute        up       batch
  2800    0xaf0 c2-1c1s12n0  compute        up       batch
  2801    0xaf1 c2-1c1s12n1  compute        up       batch
  2802    0xaf2 c2-1c1s12n2  compute        up       batch
  2803    0xaf3 c2-1c1s12n3  compute        up       batch
  2804    0xaf4 c2-1c1s13n0  compute        up       batch
  2805    0xaf5 c2-1c1s13n1  compute        up       batch
  2806    0xaf6 c2-1c1s13n2  compute        up       batch
  2807    0xaf7 c2-1c1s13n3  compute        up       batch
  2808    0xaf8 c2-1c1s14n0  compute        up       batch
  2809    0xaf9 c2-1c1s14n1  compute        up       batch
  2810    0xafa c2-1c1s14n2  compute        up       batch
  2811    0xafb c2-1c1s14n3  compute        up       batch
  2812    0xafc c2-1c1s15n0  compute        up       batch
  2813    0xafd c2-1c1s15n1  compute        up       batch
  2814    0xafe c2-1c1s15n2  compute        up       batch
  2815    0xaff c2-1c1s15n3  compute        up       batch
  2816    0xb00  c2-1c2s0n0  compute        up       batch
  2817    0xb01  c2-1c2s0n1  compute        up       batch
  2818    0xb02  c2-1c2s0n2  compute        up       batch
  2819    0xb03  c2-1c2s0n3  compute        up       batch
  2820    0xb04  c2-1c2s1n0  compute        up       batch
  2821    0xb05  c2-1c2s1n1  compute        up       batch
  2822    0xb06  c2-1c2s1n2  compute        up       batch
  2823    0xb07  c2-1c2s1n3  compute        up       batch
  2824    0xb08  c2-1c2s2n0  compute        up       batch
  2825    0xb09  c2-1c2s2n1  compute        up       batch
  2826    0xb0a  c2-1c2s2n2  compute        up       batch
  2827    0xb0b  c2-1c2s2n3  compute        up       batch
  2829    0xb0d  c2-1c2s3n1  service        up       batch
  2830    0xb0e  c2-1c2s3n2  service        up       batch
  2833    0xb11  c2-1c2s4n1  service        up       batch
  2834    0xb12  c2-1c2s4n2  service        up       batch
  2836    0xb14  c2-1c2s5n0  compute        up       batch
  2837    0xb15  c2-1c2s5n1  compute        up       batch
  2838    0xb16  c2-1c2s5n2  compute        up       batch
  2839    0xb17  c2-1c2s5n3  compute        up       batch
  2840    0xb18  c2-1c2s6n0  compute        up       batch
  2841    0xb19  c2-1c2s6n1  compute        up       batch
  2842    0xb1a  c2-1c2s6n2  compute        up       batch
  2843    0xb1b  c2-1c2s6n3  compute        up       batch
  2844    0xb1c  c2-1c2s7n0  compute        up       batch
  2845    0xb1d  c2-1c2s7n1  compute        up       batch
  2846    0xb1e  c2-1c2s7n2  compute        up       batch
  2847    0xb1f  c2-1c2s7n3  compute        up       batch
  2848    0xb20  c2-1c2s8n0  compute        up       batch
  2849    0xb21  c2-1c2s8n1  compute        up       batch
  2850    0xb22  c2-1c2s8n2  compute        up       batch
  2851    0xb23  c2-1c2s8n3  compute        up       batch
  2852    0xb24  c2-1c2s9n0  compute        up       batch
  2853    0xb25  c2-1c2s9n1  compute        up       batch
  2854    0xb26  c2-1c2s9n2  compute        up       batch
  2855    0xb27  c2-1c2s9n3  compute        up       batch
  2856    0xb28 c2-1c2s10n0  compute        up       batch
  2857    0xb29 c2-1c2s10n1  compute        up       batch
  2858    0xb2a c2-1c2s10n2  compute        up       batch
  2859    0xb2b c2-1c2s10n3  compute        up       batch
  2860    0xb2c c2-1c2s11n0  compute        up       batch
  2861    0xb2d c2-1c2s11n1  compute        up       batch
  2862    0xb2e c2-1c2s11n2  compute        up       batch
  2863    0xb2f c2-1c2s11n3  compute        up       batch
  2864    0xb30 c2-1c2s12n0  compute        up       batch
  2865    0xb31 c2-1c2s12n1  compute        up       batch
  2866    0xb32 c2-1c2s12n2  compute        up       batch
  2867    0xb33 c2-1c2s12n3  compute        up       batch
  2868    0xb34 c2-1c2s13n0  compute        up       batch
  2869    0xb35 c2-1c2s13n1  compute        up       batch
  2870    0xb36 c2-1c2s13n2  compute        up       batch
  2871    0xb37 c2-1c2s13n3  compute        up       batch
  2872    0xb38 c2-1c2s14n0  compute        up       batch
  2873    0xb39 c2-1c2s14n1  compute        up       batch
  2874    0xb3a c2-1c2s14n2  compute        up       batch
  2875    0xb3b c2-1c2s14n3  compute        up       batch
  2876    0xb3c c2-1c2s15n0  compute        up       batch
  2877    0xb3d c2-1c2s15n1  compute        up       batch
  2878    0xb3e c2-1c2s15n2  compute        up       batch
  2879    0xb3f c2-1c2s15n3  compute        up       batch
  2880    0xb40  c3-1c0s0n0  compute        up       batch
  2881    0xb41  c3-1c0s0n1  compute        up       batch
  2882    0xb42  c3-1c0s0n2  compute        up       batch
  2883    0xb43  c3-1c0s0n3  compute        up       batch
  2884    0xb44  c3-1c0s1n0  compute        up       batch
  2885    0xb45  c3-1c0s1n1  compute        up       batch
  2886    0xb46  c3-1c0s1n2  compute        up       batch
  2887    0xb47  c3-1c0s1n3  compute        up       batch
  2888    0xb48  c3-1c0s2n0  compute        up       batch
  2889    0xb49  c3-1c0s2n1  compute        up       batch
  2890    0xb4a  c3-1c0s2n2  compute        up       batch
  2891    0xb4b  c3-1c0s2n3  compute        up       batch
  2892    0xb4c  c3-1c0s3n0  compute        up       batch
  2893    0xb4d  c3-1c0s3n1  compute        up       batch
  2894    0xb4e  c3-1c0s3n2  compute        up       batch
  2895    0xb4f  c3-1c0s3n3  compute        up       batch
  2896    0xb50  c3-1c0s4n0  compute        up       batch
  2897    0xb51  c3-1c0s4n1  compute        up       batch
  2898    0xb52  c3-1c0s4n2  compute        up       batch
  2899    0xb53  c3-1c0s4n3  compute        up       batch
  2900    0xb54  c3-1c0s5n0  compute        up       batch
  2901    0xb55  c3-1c0s5n1  compute        up       batch
  2902    0xb56  c3-1c0s5n2  compute        up       batch
  2903    0xb57  c3-1c0s5n3  compute        up       batch
  2904    0xb58  c3-1c0s6n0  compute        up       batch
  2905    0xb59  c3-1c0s6n1  compute        up       batch
  2906    0xb5a  c3-1c0s6n2  compute        up       batch
  2907    0xb5b  c3-1c0s6n3  compute        up       batch
  2908    0xb5c  c3-1c0s7n0  compute        up       batch
  2909    0xb5d  c3-1c0s7n1  compute        up       batch
  2910    0xb5e  c3-1c0s7n2  compute        up       batch
  2911    0xb5f  c3-1c0s7n3  compute        up       batch
  2912    0xb60  c3-1c0s8n0  compute        up       batch
  2913    0xb61  c3-1c0s8n1  compute        up       batch
  2914    0xb62  c3-1c0s8n2  compute        up       batch
  2915    0xb63  c3-1c0s8n3  compute        up       batch
  2916    0xb64  c3-1c0s9n0  compute        up       batch
  2917    0xb65  c3-1c0s9n1  compute        up       batch
  2918    0xb66  c3-1c0s9n2  compute        up       batch
  2919    0xb67  c3-1c0s9n3  compute        up       batch
  2920    0xb68 c3-1c0s10n0  compute        up       batch
  2921    0xb69 c3-1c0s10n1  compute        up       batch
  2922    0xb6a c3-1c0s10n2  compute        up       batch
  2923    0xb6b c3-1c0s10n3  compute        up       batch
  2924    0xb6c c3-1c0s11n0  compute        up       batch
  2925    0xb6d c3-1c0s11n1  compute        up       batch
  2926    0xb6e c3-1c0s11n2  compute        up       batch
  2927    0xb6f c3-1c0s11n3  compute        up       batch
  2928    0xb70 c3-1c0s12n0  compute        up       batch
  2929    0xb71 c3-1c0s12n1  compute        up       batch
  2930    0xb72 c3-1c0s12n2  compute        up       batch
  2931    0xb73 c3-1c0s12n3  compute        up       batch
  2932    0xb74 c3-1c0s13n0  compute        up       batch
  2933    0xb75 c3-1c0s13n1  compute        up       batch
  2934    0xb76 c3-1c0s13n2  compute        up       batch
  2935    0xb77 c3-1c0s13n3  compute        up       batch
  2936    0xb78 c3-1c0s14n0  compute        up       batch
  2937    0xb79 c3-1c0s14n1  compute        up       batch
  2938    0xb7a c3-1c0s14n2  compute        up       batch
  2939    0xb7b c3-1c0s14n3  compute        up       batch
  2940    0xb7c c3-1c0s15n0  compute        up       batch
  2941    0xb7d c3-1c0s15n1  compute        up       batch
  2942    0xb7e c3-1c0s15n2  compute        up       batch
  2943    0xb7f c3-1c0s15n3  compute        up       batch
  2944    0xb80  c3-1c1s0n0  compute        up       batch
  2945    0xb81  c3-1c1s0n1  compute        up       batch
  2946    0xb82  c3-1c1s0n2  compute        up       batch
  2947    0xb83  c3-1c1s0n3  compute        up       batch
  2948    0xb84  c3-1c1s1n0  compute        up       batch
  2949    0xb85  c3-1c1s1n1  compute        up       batch
  2950    0xb86  c3-1c1s1n2  compute        up       batch
  2951    0xb87  c3-1c1s1n3  compute        up       batch
  2952    0xb88  c3-1c1s2n0  compute        up       batch
  2953    0xb89  c3-1c1s2n1  compute        up       batch
  2954    0xb8a  c3-1c1s2n2  compute        up       batch
  2955    0xb8b  c3-1c1s2n3  compute        up       batch
  2956    0xb8c  c3-1c1s3n0  compute        up       batch
  2957    0xb8d  c3-1c1s3n1  compute        up       batch
  2958    0xb8e  c3-1c1s3n2  compute        up       batch
  2959    0xb8f  c3-1c1s3n3  compute        up       batch
  2960    0xb90  c3-1c1s4n0  compute        up       batch
  2961    0xb91  c3-1c1s4n1  compute        up       batch
  2962    0xb92  c3-1c1s4n2  compute        up       batch
  2963    0xb93  c3-1c1s4n3  compute        up       batch
  2964    0xb94  c3-1c1s5n0  compute        up       batch
  2965    0xb95  c3-1c1s5n1  compute        up       batch
  2966    0xb96  c3-1c1s5n2  compute        up       batch
  2967    0xb97  c3-1c1s5n3  compute        up       batch
  2968    0xb98  c3-1c1s6n0  compute        up       batch
  2969    0xb99  c3-1c1s6n1  compute        up       batch
  2970    0xb9a  c3-1c1s6n2  compute        up       batch
  2971    0xb9b  c3-1c1s6n3  compute        up       batch
  2972    0xb9c  c3-1c1s7n0  compute        up       batch
  2973    0xb9d  c3-1c1s7n1  compute        up       batch
  2974    0xb9e  c3-1c1s7n2  compute        up       batch
  2975    0xb9f  c3-1c1s7n3  compute        up       batch
  2976    0xba0  c3-1c1s8n0  compute        up       batch
  2977    0xba1  c3-1c1s8n1  compute        up       batch
  2978    0xba2  c3-1c1s8n2  compute        up       batch
  2979    0xba3  c3-1c1s8n3  compute        up       batch
  2980    0xba4  c3-1c1s9n0  compute        up       batch
  2981    0xba5  c3-1c1s9n1  compute        up       batch
  2982    0xba6  c3-1c1s9n2  compute        up       batch
  2983    0xba7  c3-1c1s9n3  compute        up       batch
  2984    0xba8 c3-1c1s10n0  compute        up       batch
  2985    0xba9 c3-1c1s10n1  compute        up       batch
  2986    0xbaa c3-1c1s10n2  compute        up       batch
  2987    0xbab c3-1c1s10n3  compute        up       batch
  2988    0xbac c3-1c1s11n0  compute        up       batch
  2989    0xbad c3-1c1s11n1  compute        up       batch
  2990    0xbae c3-1c1s11n2  compute        up       batch
  2991    0xbaf c3-1c1s11n3  compute        up       batch
  2992    0xbb0 c3-1c1s12n0  compute        up       batch
  2993    0xbb1 c3-1c1s12n1  compute        up       batch
  2994    0xbb2 c3-1c1s12n2  compute        up       batch
  2995    0xbb3 c3-1c1s12n3  compute        up       batch
  2996    0xbb4 c3-1c1s13n0  compute        up       batch
  2997    0xbb5 c3-1c1s13n1  compute        up       batch
  2998    0xbb6 c3-1c1s13n2  compute        up       batch
  2999    0xbb7 c3-1c1s13n3  compute        up       batch
  3000    0xbb8 c3-1c1s14n0  compute        up       batch
  3001    0xbb9 c3-1c1s14n1  compute        up       batch
  3002    0xbba c3-1c1s14n2  compute        up       batch
  3003    0xbbb c3-1c1s14n3  compute        up       batch
  3004    0xbbc c3-1c1s15n0  compute        up       batch
  3005    0xbbd c3-1c1s15n1  compute        up       batch
  3006    0xbbe c3-1c1s15n2  compute        up       batch
  3007    0xbbf c3-1c1s15n3  compute        up       batch
  3008    0xbc0  c3-1c2s0n0  compute        up       batch
  3009    0xbc1  c3-1c2s0n1  compute        up       batch
  3010    0xbc2  c3-1c2s0n2  compute        up       batch
  3011    0xbc3  c3-1c2s0n3  compute        up       batch
  3012    0xbc4  c3-1c2s1n0  compute        up       batch
  3013    0xbc5  c3-1c2s1n1  compute        up       batch
  3014    0xbc6  c3-1c2s1n2  compute        up       batch
  3015    0xbc7  c3-1c2s1n3  compute        up       batch
  3016    0xbc8  c3-1c2s2n0  compute        up       batch
  3017    0xbc9  c3-1c2s2n1  compute        up       batch
  3018    0xbca  c3-1c2s2n2  compute        up       batch
  3019    0xbcb  c3-1c2s2n3  compute        up       batch
  3020    0xbcc  c3-1c2s3n0  compute        up       batch
  3021    0xbcd  c3-1c2s3n1  compute        up       batch
  3022    0xbce  c3-1c2s3n2  compute        up       batch
  3023    0xbcf  c3-1c2s3n3  compute        up       batch
  3024    0xbd0  c3-1c2s4n0  compute        up       batch
  3025    0xbd1  c3-1c2s4n1  compute        up       batch
  3026    0xbd2  c3-1c2s4n2  compute        up       batch
  3027    0xbd3  c3-1c2s4n3  compute        up       batch
  3028    0xbd4  c3-1c2s5n0  compute        up       batch
  3029    0xbd5  c3-1c2s5n1  compute        up       batch
  3030    0xbd6  c3-1c2s5n2  compute        up       batch
  3031    0xbd7  c3-1c2s5n3  compute        up       batch
  3032    0xbd8  c3-1c2s6n0  compute        up       batch
  3033    0xbd9  c3-1c2s6n1  compute        up       batch
  3034    0xbda  c3-1c2s6n2  compute        up       batch
  3035    0xbdb  c3-1c2s6n3  compute        up       batch
  3036    0xbdc  c3-1c2s7n0  compute        up       batch
  3037    0xbdd  c3-1c2s7n1  compute        up       batch
  3038    0xbde  c3-1c2s7n2  compute        up       batch
  3039    0xbdf  c3-1c2s7n3  compute        up       batch
  3040    0xbe0  c3-1c2s8n0  compute        up       batch
  3041    0xbe1  c3-1c2s8n1  compute        up       batch
  3042    0xbe2  c3-1c2s8n2  compute        up       batch
  3043    0xbe3  c3-1c2s8n3  compute        up       batch
  3044    0xbe4  c3-1c2s9n0  compute        up       batch
  3045    0xbe5  c3-1c2s9n1  compute        up       batch
  3046    0xbe6  c3-1c2s9n2  compute        up       batch
  3047    0xbe7  c3-1c2s9n3  compute        up       batch
  3048    0xbe8 c3-1c2s10n0  compute        up       batch
  3049    0xbe9 c3-1c2s10n1  compute        up       batch
  3050    0xbea c3-1c2s10n2  compute        up       batch
  3051    0xbeb c3-1c2s10n3  compute        up       batch
  3052    0xbec c3-1c2s11n0  compute        up       batch
  3053    0xbed c3-1c2s11n1  compute        up       batch
  3054    0xbee c3-1c2s11n2  compute        up       batch
  3055    0xbef c3-1c2s11n3  compute        up       batch
  3056    0xbf0 c3-1c2s12n0  compute        up       batch
  3057    0xbf1 c3-1c2s12n1  compute        up       batch
  3058    0xbf2 c3-1c2s12n2  compute        up       batch
  3059    0xbf3 c3-1c2s12n3  compute        up       batch
  3060    0xbf4 c3-1c2s13n0  compute        up       batch
  3061    0xbf5 c3-1c2s13n1  compute        up       batch
  3062    0xbf6 c3-1c2s13n2  compute        up       batch
  3063    0xbf7 c3-1c2s13n3  compute        up       batch
  3064    0xbf8 c3-1c2s14n0  compute        up       batch
  3065    0xbf9 c3-1c2s14n1  compute        up       batch
  3066    0xbfa c3-1c2s14n2  compute        up       batch
  3067    0xbfb c3-1c2s14n3  compute        up       batch
  3068    0xbfc c3-1c2s15n0  compute        up       batch
  3069    0xbfd c3-1c2s15n1  compute        up       batch
  3070    0xbfe c3-1c2s15n2  compute        up       batch
  3071    0xbff c3-1c2s15n3  compute        up       batch
  3072    0xc00  c4-1c0s0n0  compute        up       batch
  3073    0xc01  c4-1c0s0n1  compute        up       batch
  3074    0xc02  c4-1c0s0n2  compute        up       batch
  3075    0xc03  c4-1c0s0n3  compute        up       batch
  3076    0xc04  c4-1c0s1n0  compute        up       batch
  3077    0xc05  c4-1c0s1n1  compute        up       batch
  3078    0xc06  c4-1c0s1n2  compute        up       batch
  3079    0xc07  c4-1c0s1n3  compute        up       batch
  3080    0xc08  c4-1c0s2n0  compute        up       batch
  3081    0xc09  c4-1c0s2n1  compute        up       batch
  3082    0xc0a  c4-1c0s2n2  compute        up       batch
  3083    0xc0b  c4-1c0s2n3  compute        up       batch
  3084    0xc0c  c4-1c0s3n0  compute        up       batch
  3085    0xc0d  c4-1c0s3n1  compute        up       batch
